time_of_day,day_of_week,vehicle_count,weather,road_type,traffic_level
20,0,250,2,0,High
7,0,306,0,1,High
20,6,77,2,2,Low
8,3,226,2,1,High
17,5,103,1,1,Medium
2,5,15,3,1,Low
15,5,139,0,0,Medium
17,5,127,2,2,Medium
12,3,117,2,1,Medium
7,6,133,3,0,Medium
16,2,65,2,0,Low
0,6,5,3,0,Low
6,0,99,1,1,Medium
16,4,99,3,1,Medium
4,4,26,1,2,Low
0,4,46,0,0,Low
16,6,56,2,0,Low
18,3,200,0,2,High
2,2,31,2,0,Low
17,1,159,2,1,High
5,5,5,2,0,Low
0,5,36,3,2,Low
7,3,283,0,0,High
11,4,107,0,2,Medium
10,3,169,3,1,High
16,1,52,3,1,Low
15,5,68,3,0,Low
23,5,103,0,2,Medium
18,6,129,0,2,Medium
6,4,109,0,1,Medium
21,5,90,1,1,Medium
22,3,117,0,0,Medium
2,6,5,3,0,Low
0,1,29,1,2,Low
7,5,162,1,1,High
20,6,54,3,2,Low
0,6,7,3,0,Low
15,2,99,1,2,Low
19,5,49,3,2,Low
5,0,62,1,1,Low
10,1,291,1,0,High
9,2,126,3,1,Medium
17,2,175,2,0,High
15,5,117,2,2,Medium
19,0,151,3,0,Medium
21,1,86,2,1,Medium
4,6,11,0,2,Low
4,6,5,2,1,Low
20,1,267,1,2,High
3,5,21,2,2,Low
22,0,113,3,2,Medium
0,6,44,2,0,Low
18,6,92,0,0,Low
22,2,137,0,0,Medium
23,0,52,3,2,Low
8,1,219,2,2,High
21,0,130,1,1,High
19,1,165,2,1,High
8,1,278,1,2,High
19,6,184,0,2,High
8,0,284,0,2,High
20,4,252,0,2,High
16,0,104,2,1,Medium
5,0,54,0,2,Low
14,5,95,1,0,Low
3,3,38,3,0,Low
16,0,111,1,0,Medium
14,0,141,0,2,Medium
15,4,143,0,2,Medium
17,3,265,2,2,High
4,2,5,2,2,Low
18,6,92,3,1,Medium
17,0,204,2,2,High
0,0,52,1,0,Low
4,0,9,3,0,Low
4,3,13,0,2,Low
23,6,93,1,0,Low
14,3,111,3,2,Medium
7,1,256,1,1,High
11,1,37,3,2,Low
15,0,77,1,0,Low
22,1,51,3,1,Low
5,5,19,3,0,Low
3,5,10,0,2,Low
14,2,180,0,2,High
21,2,124,1,2,Medium
21,0,59,2,2,Low
19,6,151,0,1,High
17,0,133,2,1,High
8,2,181,2,1,High
14,6,133,1,2,Medium
15,1,34,3,2,Low
2,1,5,0,0,Low
18,3,281,1,1,High
17,0,157,3,0,Medium
14,3,161,2,2,Medium
11,4,78,2,1,Medium
22,5,134,2,2,Medium
12,5,121,2,1,Medium
4,0,5,2,0,Low
22,4,54,3,1,Low
0,5,11,0,2,Low
4,3,36,2,0,Low
22,5,134,0,2,Medium
3,4,15,0,0,Low
15,5,148,0,0,Medium
12,6,100,3,0,Medium
21,5,91,3,1,Medium
12,4,130,0,0,Medium
19,6,71,3,0,Low
14,1,141,1,1,High
8,4,216,2,2,High
1,5,5,0,2,Low
2,3,32,1,1,Low
14,5,199,1,1,High
7,2,160,3,2,Medium
10,4,198,0,2,High
20,2,287,0,0,High
19,5,111,2,2,Medium
13,2,116,3,0,Medium
7,2,242,1,2,High
17,1,218,1,0,High
5,6,16,3,0,Low
3,3,23,3,1,Low
18,0,197,0,0,High
21,3,44,2,2,Low
7,5,132,0,1,High
21,0,37,3,0,Low
11,5,118,1,0,Medium
3,1,5,3,1,Low
0,4,5,0,0,Low
9,2,194,3,0,High
10,3,258,0,1,High
23,6,178,0,0,High
9,1,158,3,0,Medium
12,6,178,0,1,High
11,0,76,2,0,Low
17,2,213,3,2,High
9,6,129,3,1,Medium
6,4,54,3,2,Low
19,5,141,0,2,Medium
9,0,186,2,0,High
4,3,25,1,1,Low
5,5,49,3,0,Low
14,6,123,2,0,Medium
16,3,77,1,2,Low
13,6,97,3,2,Low
3,0,5,2,1,Low
18,2,277,0,2,High
0,1,56,1,1,Low
17,2,175,3,2,High
13,5,87,2,1,Medium
14,6,173,0,1,High
16,3,105,2,1,Medium
8,4,170,3,0,Medium
2,4,5,2,1,Low
1,2,24,3,2,Low
22,1,96,0,2,Low
14,4,117,2,0,Medium
6,5,145,1,0,Medium
16,5,175,1,1,High
13,6,180,1,0,High
22,4,95,0,0,Low
7,1,155,3,0,Medium
18,4,248,0,0,High
19,2,128,3,0,Medium
1,2,8,2,0,Low
21,5,155,1,2,Medium
4,5,20,2,2,Low
21,6,152,0,2,Medium
20,0,184,2,0,High
18,1,155,3,1,High
16,5,139,0,1,High
0,4,5,2,1,Low
10,2,193,2,2,High
0,0,38,0,1,Low
23,4,109,1,2,Medium
5,4,23,3,0,Low
3,0,17,0,0,Low
22,4,129,1,2,Medium
5,2,33,1,1,Low
15,0,87,1,0,Low
13,1,151,1,1,High
3,6,42,1,2,Low
11,3,100,2,2,Medium
18,4,207,3,1,High
14,2,192,0,2,High
7,0,191,0,0,High
17,3,221,3,1,High
6,3,97,0,2,Low
5,6,28,2,2,Low
16,6,150,1,1,High
18,2,214,3,0,High
20,2,197,2,2,High
8,0,271,0,0,High
11,2,91,2,0,Low
11,0,87,2,1,Medium
7,1,260,1,0,High
8,1,236,0,1,High
1,5,35,2,0,Low
22,3,79,1,2,Low
2,6,28,3,1,Low
14,6,146,1,2,Medium
6,4,100,0,1,Medium
21,3,86,0,0,Low
9,0,279,1,1,High
18,2,207,1,1,High
14,4,148,1,0,Medium
22,3,49,3,1,Low
19,6,165,2,0,Medium
22,6,109,3,1,Medium
21,2,114,0,1,Medium
7,4,212,1,0,High
5,3,50,2,0,Low
12,2,158,0,1,High
11,0,132,2,2,Medium
9,6,139,3,1,High
20,4,188,1,1,High
2,5,20,0,2,Low
21,4,105,1,0,Medium
5,5,5,0,0,Low
16,5,135,2,1,High
22,5,82,2,1,Medium
5,6,31,3,1,Low
2,1,27,1,2,Low
0,3,21,0,1,Low
9,3,171,3,0,Medium
8,6,103,3,1,Medium
9,1,223,1,1,High
2,2,5,0,1,Low
14,4,126,2,1,Medium
20,0,221,0,1,High
15,5,82,2,0,Low
17,2,163,2,1,High
10,5,133,2,1,High
22,0,57,2,1,Low
6,0,116,0,2,Medium
2,4,5,3,1,Low
22,2,86,3,0,Low
7,4,114,3,2,Medium
17,5,142,1,1,High
7,2,164,2,1,High
18,3,187,3,2,High
3,4,17,0,1,Low
3,0,11,1,0,Low
14,5,102,2,2,Medium
20,0,209,3,0,High
17,3,244,0,2,High
1,1,5,2,1,Low
11,1,44,2,1,Low
15,4,70,2,1,Low
21,5,169,0,2,Medium
13,3,188,0,2,High
12,4,128,3,1,Medium
15,4,124,2,0,Medium
1,3,42,1,0,Low
9,0,156,2,1,High
12,4,136,0,0,Medium
2,5,5,3,0,Low
3,0,36,1,1,Low
22,6,116,2,1,Medium
8,6,133,0,1,High
14,1,88,3,2,Low
20,5,116,3,1,Medium
1,1,15,0,2,Low
5,6,25,0,2,Low
12,0,135,1,2,Medium
19,5,198,1,1,High
16,6,91,2,0,Low
5,1,47,1,1,Low
5,5,27,3,2,Low
21,6,144,2,1,High
14,1,187,1,2,High
9,4,241,1,1,High
18,4,131,3,0,Medium
2,2,25,2,0,Low
13,5,159,1,1,High
12,4,169,0,0,Medium
16,2,68,3,1,Low
13,2,149,2,0,Medium
11,4,69,1,0,Low
19,6,69,1,0,Low
4,0,5,2,0,Low
14,6,139,2,1,High
22,5,115,0,1,Medium
8,0,153,3,1,High
1,2,5,3,0,Low
1,6,5,0,0,Low
9,1,205,1,0,High
18,0,147,3,2,Medium
17,6,107,3,1,Medium
9,1,286,1,0,High
1,0,64,0,0,Low
11,6,143,0,0,Medium
13,5,199,1,0,High
4,2,7,2,1,Low
21,2,123,2,2,Medium
21,3,90,2,2,Low
19,0,127,3,1,Medium
1,0,13,3,2,Low
18,2,221,0,1,High
17,0,153,2,2,Medium
22,2,77,1,1,Medium
5,2,24,0,0,Low
4,3,5,1,0,Low
15,4,79,3,2,Low
1,1,12,2,2,Low
8,4,153,3,0,Medium
9,4,216,1,0,High
21,0,128,0,2,Medium
3,3,50,1,1,Low
3,4,5,0,0,Low
0,5,5,1,2,Low
22,0,118,0,1,Medium
8,2,247,0,1,High
9,2,229,1,2,High
17,5,74,3,2,Low
18,1,301,0,0,High
12,4,104,0,1,Medium
1,2,5,0,1,Low
11,1,39,3,2,Low
1,0,16,3,1,Low
1,4,22,2,2,Low
14,0,118,1,0,Medium
23,2,71,3,1,Low
17,1,171,3,0,Medium
5,1,33,3,0,Low
1,6,5,0,1,Low
8,0,207,2,1,High
4,0,31,3,1,Low
9,5,108,2,0,Medium
19,3,172,3,1,High
1,6,16,2,2,Low
12,3,135,2,0,Medium
7,6,90,0,1,Medium
14,3,146,3,2,Medium
1,6,32,0,2,Low
13,3,100,0,0,Medium
4,1,9,0,0,Low
8,2,178,0,2,High
4,1,49,2,2,Low
20,1,268,0,1,High
13,0,122,1,1,Medium
20,5,135,1,0,Medium
7,1,224,1,1,High
12,2,125,1,1,Medium
5,5,9,3,2,Low
13,6,190,1,1,High
6,3,47,3,2,Low
14,1,112,2,1,Medium
7,3,193,0,2,High
2,6,19,1,0,Low
17,1,158,3,0,Medium
13,2,157,0,2,Medium
9,0,206,0,0,High
3,1,27,1,1,Low
7,6,99,3,2,Low
2,0,9,3,1,Low
8,6,154,1,0,Medium
20,6,124,0,0,Medium
5,1,5,3,0,Low
1,6,14,0,2,Low
1,5,39,0,1,Low
21,6,129,3,1,Medium
18,2,216,0,0,High
1,2,10,0,1,Low
15,2,86,1,1,Medium
12,0,106,2,2,Medium
11,5,180,0,0,High
9,4,141,2,1,High
17,2,238,2,0,High
17,1,229,0,1,High
1,2,51,0,0,Low
19,4,126,3,2,Medium
13,2,138,1,0,Medium
17,0,242,2,1,High
22,4,97,3,0,Low
23,1,88,3,0,Low
20,1,196,3,2,High
16,1,123,2,1,Medium
15,2,71,2,2,Low
15,6,129,3,2,Medium
2,1,22,3,1,Low
14,5,96,1,1,Medium
19,1,286,0,0,High
22,5,91,3,2,Low
22,0,45,0,1,Low
2,3,17,0,2,Low
5,0,7,3,0,Low
0,6,5,0,2,Low
1,2,39,0,2,Low
18,2,203,1,0,High
11,0,65,3,0,Low
8,0,209,2,1,High
21,1,103,2,2,Medium
23,3,28,2,1,Low
21,4,94,2,2,Low
15,1,33,2,1,Low
12,6,129,1,2,Medium
11,2,130,1,0,Medium
15,4,85,1,0,Low
23,3,82,3,0,Low
15,6,101,2,2,Medium
21,4,51,3,1,Low
11,1,138,1,2,Medium
7,4,169,1,2,Medium
2,5,46,0,1,Low
12,5,121,0,2,Medium
10,0,151,3,1,High
17,4,210,0,1,High
15,6,92,3,1,Medium
16,5,152,2,1,High
1,2,12,2,1,Low
4,6,9,2,2,Low
0,2,36,2,1,Low
1,6,5,2,2,Low
14,5,120,3,2,Medium
12,0,165,0,2,Medium
19,1,256,2,1,High
20,4,241,1,0,High
4,5,16,1,1,Low
13,2,180,1,2,High
21,3,113,2,2,Medium
23,1,68,2,1,Low
4,4,17,0,2,Low
9,5,125,3,0,Medium
10,1,306,1,1,High
0,2,59,1,1,Low
0,2,20,3,1,Low
22,4,70,0,1,Low
23,1,137,1,2,Medium
7,5,125,0,2,Medium
3,1,5,1,2,Low
10,1,257,0,0,High
19,2,233,0,1,High
5,1,39,3,1,Low
13,6,121,0,0,Medium
20,2,302,0,1,High
19,0,290,1,2,High
12,1,117,3,1,Medium
1,1,45,2,0,Low
21,6,85,2,1,Medium
13,4,173,0,2,Medium
7,2,288,1,2,High
15,6,95,1,1,Medium
9,2,232,0,1,High
3,0,16,3,0,Low
20,6,123,3,1,Medium
2,5,33,3,2,Low
0,6,34,3,0,Low
16,0,80,1,2,Low
18,0,210,2,2,High
17,6,143,2,2,Medium
20,2,271,0,2,High
22,2,124,1,0,Medium
0,3,48,0,2,Low
18,2,266,0,2,High
23,2,34,2,0,Low
12,5,96,3,2,Low
10,4,207,0,0,High
7,5,89,2,2,Low
22,4,83,1,1,Medium
8,1,135,3,1,High
16,5,148,2,0,Medium
1,0,34,2,2,Low
17,6,172,0,0,Medium
4,4,5,0,1,Low
18,1,206,2,0,High
21,4,112,2,0,Medium
3,0,47,1,0,Low
15,5,109,2,1,Medium
9,5,100,3,0,Medium
4,3,5,3,2,Low
22,0,90,2,1,Medium
6,1,95,2,2,Low
3,0,42,1,0,Low
1,2,13,0,0,Low
17,5,185,0,2,High
6,3,86,0,2,Low
0,4,16,2,0,Low
8,2,263,0,0,High
9,6,88,2,0,Low
7,3,155,3,0,Medium
14,2,150,1,2,Medium
1,6,37,3,1,Low
21,6,172,0,0,Medium
9,2,140,3,0,Medium
1,6,5,0,2,Low
14,5,124,0,0,Medium
5,2,5,2,0,Low
4,1,5,1,0,Low
11,5,157,1,2,Medium
17,6,113,3,1,Medium
12,0,90,3,2,Low
12,6,172,1,0,Medium
9,6,152,0,2,Medium
6,6,91,3,1,Medium
13,5,173,0,0,Medium
18,5,121,3,1,Medium
22,5,158,0,1,High
0,1,34,2,0,Low
15,0,93,1,0,Low
13,1,160,1,0,Medium
21,2,110,0,1,Medium
3,4,38,1,0,Low
14,0,133,0,0,Medium
21,4,74,1,2,Low
16,1,78,2,1,Medium
19,6,127,3,0,Medium
23,2,93,0,2,Low
21,4,28,3,2,Low
20,1,224,0,2,High
2,3,23,2,1,Low
7,0,187,3,2,High
9,3,132,3,1,High
3,4,16,0,1,Low
23,0,112,1,2,Medium
13,2,132,2,0,Medium
0,0,5,3,1,Low
15,1,17,3,1,Low
5,6,5,0,1,Low
10,2,224,1,0,High
20,3,149,3,1,High
21,2,113,0,1,Medium
5,1,57,0,2,Low
2,4,29,2,2,Low
3,6,10,1,0,Low
4,4,10,3,1,Low
16,5,169,1,0,Medium
12,5,155,1,1,High
3,2,10,1,1,Low
4,2,13,0,2,Low
10,4,207,2,1,High
23,6,112,2,0,Medium
8,6,89,3,1,Medium
18,6,117,2,1,Medium
16,6,77,3,0,Low
17,0,271,1,2,High
9,4,150,3,0,Medium
3,6,28,2,1,Low
14,4,153,0,1,High
22,3,77,3,2,Low
9,5,111,2,2,Medium
23,6,99,3,0,Low
6,0,107,1,1,Medium
2,2,20,2,0,Low
0,5,17,0,0,Low
16,3,77,1,1,Medium
13,3,157,1,2,Medium
22,1,73,2,1,Low
13,6,93,2,1,Medium
19,0,191,2,0,High
16,6,134,2,1,High
18,2,317,1,1,High
21,5,92,3,2,Low
4,1,6,1,2,Low
9,3,238,1,2,High
6,6,137,3,2,Medium
5,3,5,0,2,Low
3,1,5,0,2,Low
11,1,90,2,2,Low
23,3,63,2,2,Low
19,5,127,3,1,Medium
6,6,110,3,2,Medium
15,2,51,2,2,Low
12,2,128,0,1,Medium
11,6,124,0,0,Medium
10,1,260,0,0,High
0,0,36,0,1,Low
14,0,146,0,2,Medium
2,6,27,1,2,Low
0,5,5,3,2,Low
4,2,27,0,1,Low
17,1,181,2,0,High
7,2,184,3,1,High
11,0,94,0,0,Low
7,6,134,2,1,High
3,3,15,1,1,Low
19,5,128,0,1,Medium
6,2,93,1,1,Medium
12,5,87,2,2,Low
2,5,49,1,2,Low
7,1,232,2,1,High
22,2,76,2,0,Low
1,3,22,2,0,Low
14,1,140,2,2,Medium
18,0,181,2,0,High
11,4,95,2,1,Medium
10,0,184,3,1,High
18,6,122,2,2,Medium
4,2,29,3,0,Low
12,1,139,2,2,Medium
4,0,37,1,0,Low
6,4,98,2,1,Medium
6,2,99,0,0,Low
2,5,22,3,2,Low
15,6,75,3,2,Low
12,2,141,3,0,Medium
6,3,110,0,0,Medium
1,5,27,3,1,Low
17,0,206,2,1,High
8,3,254,0,2,High
20,2,163,3,0,Medium
4,5,5,2,1,Low
13,6,165,0,1,High
20,6,152,0,0,Medium
11,4,88,3,1,Medium
11,6,112,2,1,Medium
17,2,171,3,2,Medium
17,2,227,0,1,High
3,6,5,3,1,Low
15,1,71,3,2,Low
14,0,143,0,0,Medium
14,6,108,3,0,Medium
8,3,238,1,1,High
7,1,201,0,2,High
15,4,104,0,2,Medium
4,2,11,1,1,Low
2,1,12,3,1,Low
12,1,145,1,2,Medium
20,0,297,1,1,High
2,4,40,2,0,Low
13,4,137,3,0,Medium
5,1,5,2,2,Low
4,0,44,1,2,Low
15,6,95,1,0,Low
2,6,5,0,0,Low
6,6,59,3,2,Low
14,0,184,0,2,High
19,1,203,3,1,High
10,2,180,3,0,High
21,4,64,3,2,Low
8,4,217,0,1,High
12,3,125,1,2,Medium
19,4,182,2,0,High
0,2,21,0,0,Low
12,4,175,1,0,High
14,5,116,2,1,Medium
1,2,5,0,1,Low
23,2,80,3,0,Low
8,6,93,3,1,Medium
11,5,93,1,2,Low
23,4,93,3,1,Medium
23,1,140,1,2,Medium
7,0,279,1,0,High
15,3,58,0,1,Low
0,4,5,2,1,Low
21,5,185,1,2,High
16,2,80,3,1,Medium
5,1,16,0,2,Low
10,2,190,2,1,High
0,4,34,3,1,Low
19,0,189,3,0,High
15,6,125,1,1,Medium
23,1,85,1,2,Low
14,2,184,1,0,High
2,3,5,0,2,Low
18,4,276,1,0,High
7,4,223,0,0,High
14,6,107,3,0,Medium
12,6,100,2,1,Medium
23,4,110,1,2,Medium
21,1,72,1,0,Low
12,5,113,2,0,Medium
14,0,177,1,2,High
12,4,200,1,2,High
14,3,193,1,0,High
11,3,140,0,2,Medium
9,2,267,0,1,High
1,1,26,1,0,Low
9,1,186,3,0,High
1,3,18,3,0,Low
10,1,252,1,0,High
9,5,129,1,2,Medium
21,3,53,3,2,Low
6,2,97,1,2,Low
11,2,30,2,2,Low
13,4,112,3,2,Medium
13,1,76,3,1,Medium
5,5,5,0,0,Low
16,2,141,1,2,Medium
12,2,105,3,0,Medium
13,4,90,3,0,Low
1,6,55,0,2,Low
15,1,129,1,0,Medium
19,5,120,0,1,Medium
2,5,44,1,0,Low
20,4,259,0,1,High
6,5,119,0,2,Medium
13,1,130,0,0,Medium
9,1,151,3,2,Medium
20,5,139,2,2,Medium
7,2,226,0,1,High
7,3,182,2,2,High
15,1,64,0,0,Low
14,0,174,0,1,High
19,5,137,0,2,Medium
12,5,149,3,2,Medium
19,6,146,0,1,High
6,3,102,1,0,Medium
1,6,5,0,2,Low
17,2,249,2,0,High
23,2,126,1,0,Medium
12,1,141,0,1,High
8,4,158,3,2,Medium
10,6,75,3,0,Low
6,6,99,1,2,Low
5,2,24,0,2,Low
23,4,72,0,1,Low
12,5,78,3,1,Medium
18,6,146,1,0,Medium
7,1,181,2,0,High
15,4,84,1,0,Low
23,1,114,1,0,Medium
16,1,71,1,0,Low
12,3,162,1,1,High
15,2,71,3,2,Low
19,6,119,3,0,Medium
15,4,113,2,2,Medium
15,2,142,0,2,Medium
20,0,191,3,1,High
16,4,97,1,2,Low
16,2,74,3,1,Low
9,1,167,2,1,High
18,6,103,3,2,Medium
20,1,235,0,2,High
7,2,239,0,2,High
23,0,33,3,0,Low
3,0,15,2,1,Low
6,3,53,2,2,Low
13,4,94,3,0,Low
11,1,70,1,1,Low
23,5,132,3,0,Medium
0,2,53,2,1,Low
0,3,24,1,1,Low
14,6,118,2,1,Medium
1,3,11,2,0,Low
12,3,90,3,1,Medium
7,6,170,1,0,Medium
9,5,154,1,1,High
21,4,56,0,1,Low
1,5,26,0,2,Low
21,3,127,0,0,Medium
3,2,26,2,2,Low
14,5,136,3,0,Medium
12,3,127,3,1,Medium
20,6,64,3,0,Low
14,4,124,2,2,Medium
23,6,108,2,0,Medium
5,6,47,2,0,Low
20,3,291,0,2,High
7,5,166,1,1,High
11,4,100,0,1,Medium
22,5,156,0,1,High
10,3,238,0,2,High
10,4,182,3,2,High
0,2,45,3,2,Low
0,5,23,0,2,Low
11,1,80,1,1,Medium
21,4,98,3,0,Low
22,5,118,3,2,Medium
21,0,110,0,0,Medium
18,2,170,3,2,Medium
3,0,33,3,2,Low
22,0,113,0,1,Medium
0,1,24,1,1,Low
0,6,14,1,1,Low
9,2,233,0,0,High
2,2,37,3,1,Low
7,0,163,3,2,Medium
10,2,199,1,2,High
16,1,84,0,2,Low
6,1,91,0,2,Low
22,5,110,2,2,Medium
2,3,22,3,1,Low
15,2,20,2,1,Low
5,2,22,2,0,Low
17,1,139,3,0,Medium
8,0,228,0,0,High
22,4,60,3,1,Low
13,6,85,3,1,Medium
8,4,186,0,2,High
23,3,28,3,1,Low
15,3,93,1,2,Low
7,1,129,3,2,Medium
21,1,113,1,0,Medium
14,2,109,3,0,Medium
21,2,90,2,2,Low
22,4,59,1,2,Low
22,3,77,0,1,Medium
21,1,108,0,2,Medium
21,4,70,3,1,Low
9,4,251,0,1,High
9,5,123,2,1,Medium
9,2,155,2,2,Medium
22,0,55,3,1,Low
7,2,251,1,2,High
14,2,129,1,1,Medium
11,6,200,0,1,High
7,0,197,0,1,High
4,5,16,0,2,Low
8,6,113,1,0,Medium
22,4,67,0,1,Low
12,1,157,0,1,High
12,2,117,3,2,Medium
5,2,18,0,2,Low
23,6,110,2,2,Medium
15,4,79,2,2,Low
23,0,79,0,2,Low
8,0,210,1,2,High
0,6,24,2,2,Low
10,5,118,2,0,Medium
2,5,25,3,0,Low
21,5,87,3,1,Medium
3,4,5,0,0,Low
11,4,53,2,2,Low
15,1,57,2,2,Low
19,4,172,3,1,High
8,6,165,1,1,High
18,6,110,2,2,Medium
18,3,217,3,1,High
12,0,114,1,2,Medium
20,4,166,2,1,High
14,6,161,1,2,Medium
19,0,317,1,0,High
19,2,263,1,0,High
0,4,46,0,1,Low
14,2,122,1,0,Medium
3,6,18,0,1,Low
4,1,38,3,2,Low
13,5,125,2,1,Medium
9,3,196,2,1,High
21,1,73,0,1,Low
17,6,97,3,2,Low
20,1,299,1,2,High
10,2,200,0,1,High
20,5,88,3,2,Low
20,5,124,1,0,Medium
14,3,139,3,0,Medium
4,4,24,2,2,Low
15,3,98,0,0,Low
8,3,299,0,0,High
15,1,79,1,0,Low
14,5,123,2,1,Medium
3,2,16,0,0,Low
10,0,214,3,2,High
9,0,175,3,2,High
16,5,85,3,2,Low
17,6,84,2,1,Medium
20,0,135,2,0,Medium
5,0,43,2,0,Low
11,6,97,3,1,Medium
22,3,76,2,1,Medium
6,6,91,3,1,Medium
1,6,33,0,1,Low
11,5,96,1,1,Medium
13,6,83,3,2,Low
7,2,234,1,0,High
5,4,42,1,2,Low
17,5,127,2,0,Medium
0,1,15,2,0,Low
3,2,38,0,0,Low
15,0,85,2,1,Medium
11,5,84,3,0,Low
16,4,93,0,1,Medium
19,4,221,2,1,High
8,4,145,2,1,High
0,1,24,2,1,Low
22,3,50,0,1,Low
10,5,53,2,1,Low
9,4,205,2,1,High
23,2,66,2,2,Low
5,0,34,1,1,Low
18,0,279,1,1,High
19,3,283,1,2,High
23,3,59,3,1,Low
16,0,90,2,1,Medium
20,0,133,3,0,Medium
18,0,287,1,1,High
11,5,110,3,0,Medium
1,5,5,2,0,Low
19,1,178,2,1,High
21,0,55,1,2,Low
7,0,144,2,1,High
7,0,153,3,2,Medium
14,4,126,3,1,Medium
17,0,210,0,2,High
5,3,11,2,1,Low
12,0,147,3,1,High
22,0,78,1,1,Medium
8,3,151,3,1,High
18,2,203,0,0,High
19,3,280,1,2,High
14,6,183,0,2,High
16,6,85,0,1,Medium
13,5,123,1,0,Medium
16,6,160,1,2,Medium
22,0,39,2,0,Low
16,5,145,3,1,High
3,4,28,1,2,Low
7,2,298,0,1,High
16,3,106,0,1,Medium
18,3,217,1,1,High
11,0,66,3,0,Low
21,3,120,0,2,Medium
9,5,88,3,0,Low
22,2,46,0,0,Low
21,6,146,1,1,High
0,2,5,2,0,Low
11,2,125,0,0,Medium
22,6,45,3,0,Low
1,4,46,2,1,Low
9,3,219,2,0,High
13,4,133,1,2,Medium
2,4,5,1,0,Low
18,0,188,3,1,High
9,0,296,1,0,High
12,5,153,2,0,Medium
16,1,54,2,2,Low
13,0,107,2,0,Medium
18,2,109,3,0,Medium
15,2,89,1,1,Medium
18,1,189,3,0,High
23,1,105,2,0,Medium
20,6,94,3,0,Low
5,1,10,0,2,Low
6,1,113,1,2,Medium
3,1,50,1,2,Low
15,3,75,0,2,Low
5,4,21,3,0,Low
4,4,42,1,2,Low
11,5,70,2,1,Low
22,3,71,3,0,Low
16,6,137,2,2,Medium
5,2,14,0,0,Low
4,0,35,3,2,Low
8,4,151,2,0,Medium
23,4,58,0,2,Low
23,1,74,0,2,Low
1,0,5,1,2,Low
8,0,236,0,2,High
13,1,165,1,0,Medium
15,2,33,2,2,Low
5,6,19,3,0,Low
23,2,112,1,0,Medium
1,3,32,3,1,Low
15,1,104,2,1,Medium
20,2,260,2,1,High
15,5,88,1,2,Low
5,2,5,1,2,Low
19,0,197,2,0,High
3,3,32,0,0,Low
15,1,68,1,2,Low
18,0,262,2,0,High
8,6,96,2,0,Low
13,3,141,1,1,High
7,6,143,2,1,High
14,4,174,1,0,Medium
1,4,5,2,1,Low
3,6,17,3,2,Low
20,0,161,3,2,Medium
23,0,39,0,2,Low
18,5,124,0,2,Medium
3,2,7,2,1,Low
9,0,155,3,1,High
13,2,65,3,1,Low
19,5,137,2,1,High
0,0,19,2,1,Low
8,2,189,1,2,High
15,4,45,1,1,Low
14,3,154,0,2,Medium
16,6,108,3,1,Medium
2,2,35,1,2,Low
16,1,77,0,1,Medium
1,6,5,1,2,Low
15,0,122,1,2,Medium
12,6,102,3,0,Medium
17,5,97,3,0,Low
18,5,189,0,1,High
21,6,123,0,2,Medium
3,4,51,2,1,Low
3,1,31,3,0,Low
6,4,70,2,2,Low
16,4,83,2,0,Low
18,3,220,1,0,High
23,4,63,2,0,Low
9,0,244,0,1,High
0,1,13,1,2,Low
1,2,11,1,0,Low
12,3,144,1,2,Medium
18,1,182,3,1,High
16,3,103,3,1,Medium
6,4,48,1,1,Low
13,3,173,1,2,Medium
11,1,58,3,1,Low
12,4,87,3,0,Low
6,3,71,0,2,Low
16,4,137,0,1,High
0,4,43,0,2,Low
23,5,75,2,0,Low
1,1,11,2,1,Low
9,1,269,1,1,High
16,1,95,2,0,Low
3,6,33,3,0,Low
5,3,5,2,1,Low
23,4,40,3,0,Low
4,4,38,2,1,Low
12,0,173,1,2,Medium
12,2,121,3,1,Medium
8,4,278,0,1,High
8,1,154,2,2,Medium
12,2,175,1,1,High
5,5,37,1,1,Low
20,6,108,0,2,Medium
2,1,5,1,1,Low
17,3,214,3,0,High
14,1,158,1,1,High
4,3,5,2,0,Low
15,2,64,1,1,Low
15,5,142,0,2,Medium
7,5,101,0,1,Medium
16,5,135,0,0,Medium
16,4,98,0,2,Low
21,4,58,1,0,Low
2,0,31,2,0,Low
9,1,102,3,2,Medium
2,0,17,0,2,Low
16,2,86,2,2,Low
4,6,11,0,2,Low
14,2,164,1,1,High
22,4,61,1,1,Low
8,0,268,1,0,High
6,1,57,3,1,Low
2,1,29,1,1,Low
4,5,38,1,2,Low
15,0,52,1,2,Low
17,3,211,2,1,High
3,5,5,0,0,Low
18,2,176,2,2,High
13,1,134,1,0,Medium
0,0,24,2,0,Low
9,1,154,3,0,Medium
7,1,244,1,1,High
1,2,32,1,1,Low
11,5,74,2,2,Low
17,1,215,2,0,High
10,4,175,1,0,High
13,4,193,0,0,High
4,4,5,1,0,Low
9,6,103,2,1,Medium
18,0,242,0,2,High
2,6,17,3,0,Low
7,6,122,0,0,Medium
7,5,107,3,1,Medium
18,3,234,1,2,High
15,3,135,0,0,Medium
20,0,269,2,0,High
5,2,19,3,2,Low
19,0,298,1,0,High
1,6,15,1,2,Low
13,2,110,2,2,Medium
6,1,56,3,0,Low
12,1,175,0,0,High
7,5,104,1,1,Medium
10,5,100,1,0,Medium
21,1,44,0,1,Low
14,2,81,2,2,Low
12,6,193,1,0,High
11,6,83,1,1,Medium
